merchant_id,business_category,account_age_days,monthly_txn_count,avg_transaction_value,monthly_txn_volume,refund_rate,chargeback_rate,volume_growth_rate_30d,customer_complaint_count,risk_score,is_risky
M00581,Food & Beverage,1229,1833,4075.11,7469667.58,0.0878,0.0138,-9.57,0,25.44,0
M00582,Gaming,783,2935,2755.19,8086490.62,0.0827,0.0205,11.79,0,40.71,0
M00583,Healthcare,886,629,1046.09,657992.68,0.1403,0.0604,9.39,3,71.28,1
M00584,Fashion,1001,2481,7080.48,17566668.21,0.1161,0.0126,24.97,2,56.09,0
M00585,Electronics,893,4140,2275.18,9419237.42,0.0714,0.0264,33.93,2,70.58,1
M00586,Food & Beverage,1383,303,875.93,265406.15,0.0895,0.0157,21.1,4,68.47,1
M00587,Healthcare,56,2948,4087.79,12050819.54,0.1362,0.0106,-12.05,4,46.43,0
M00588,Healthcare,876,4416,1984.39,8763065.95,0.3012,0.0619,9.21,5,96.82,1
M00589,Food & Beverage,832,1111,627.26,696888.64,0.0599,0.0881,-35.13,2,62.93,0
M00590,Crypto/Trading,945,836,4064.31,3397760.47,0.1762,0.0805,-6.87,2,73.04,1
M00591,Gaming,1853,102,906.72,92485.38,0.2211,0.0414,-58.5,2,54.65,0
M00592,Travel,665,1940,4537.52,8802779.16,0.0281,0.05,-3.82,1,30.07,0
M00593,Gaming,278,3511,7506.55,26355482.55,0.1063,0.0394,-8.38,0,45.28,0
M00594,Food & Beverage,379,3164,4300.42,13606525.54,0.1017,0.1084,22.28,1,92.06,1
M00595,Fashion,645,2113,1842.79,3893816.16,0.2192,0.0084,-19.18,3,60.55,0
M00596,Travel,1139,4733,738.15,3493645.85,0.0772,0.0267,9.27,2,37.04,0
M00597,Electronics,1703,195,6799.79,1325959.78,0.0125,0.0523,-4.46,0,32.89,0
M00598,Gaming,1692,2724,4899.27,13345621.27,0.1847,0.0302,-5.63,2,38.73,0
M00599,Food & Beverage,666,4957,2531.61,12549177.78,0.0633,0.0082,-14.22,0,38.56,0
M00600,Gaming,129,389,2965.76,1153680.88,0.0097,0.0519,12.51,0,44.4,0
M00601,Travel,840,1838,4568.65,8397186.05,0.2072,0.0217,0.97,3,72.67,1
M00602,Education,1820,2121,1804.12,3826545.06,0.0633,0.009,-18.94,2,14.88,0
M00603,Services,1637,4805,7057.67,33912109.0,0.0118,0.1291,8.3,1,73.31,1
M00604,Gaming,1091,3510,3287.24,11538206.24,0.078,0.025,12.66,6,56.01,0
M00605,Electronics,1984,1799,1255.43,2258513.72,0.0548,0.0262,43.19,4,66.06,1
M00606,Electronics,1379,1384,3922.21,5428332.59,0.1119,0.0719,-9.53,2,62.58,0
M00607,Retail,750,4482,11208.45,50236274.09,0.0997,0.1199,-4.69,2,78.74,1
M00608,Gaming,1507,3362,2002.1,6731049.45,0.0265,0.0298,-27.28,2,11.6,0
M00609,Services,126,4759,2767.61,13171064.15,0.0611,0.0604,-6.19,3,55.99,0
M00610,Crypto/Trading,1863,3696,3501.94,12943178.51,0.1091,0.0496,-21.51,2,39.52,0
M00611,Healthcare,800,2446,9534.85,23322248.93,0.0862,0.0952,32.6,0,100.0,1
M00612,Services,1160,92,7956.22,731972.6,0.0302,0.0567,17.85,6,67.51,1
M00613,Healthcare,1426,2982,7092.18,21148893.06,0.2239,0.0095,-21.92,1,47.51,0
M00614,Healthcare,1941,879,5872.92,5162295.15,0.1232,0.0547,-19.43,4,52.02,0
M00615,Education,1022,3876,2410.06,9341406.43,0.0077,0.0113,-8.8,5,32.19,0
M00616,Retail,1674,4158,1039.27,4321278.55,0.0892,0.0029,37.46,0,37.86,0
M00617,Services,1091,2444,3523.42,8611227.72,0.0868,0.028,-10.25,0,27.8,0
M00618,Services,643,1084,1269.9,1376572.07,0.1811,0.0226,0.62,0,55.55,0
M00619,Education,522,2237,3174.91,7102279.26,0.0627,0.0472,43.33,1,78.97,1
M00620,Gaming,1784,4037,4768.32,19249727.53,0.0421,0.0779,15.38,1,54.15,0
M00621,Gaming,811,2279,6562.5,14955934.55,0.1772,0.0204,-31.2,2,52.46,0
M00622,Gaming,1129,3771,7192.1,27121399.27,0.1875,0.0454,-40.78,3,69.5,1
M00623,Fashion,1671,2106,6575.12,13847205.88,0.0309,0.0097,7.35,2,18.57,0
M00624,Healthcare,1151,388,1226.56,475906.41,0.0093,0.001,62.53,1,64.1,0
M00625,Fashion,569,2824,1845.6,5211987.0,0.1374,0.0222,38.89,0,57.69,0
M00626,Retail,1634,170,3866.27,657265.9,0.1075,0.0751,14.42,4,60.48,0
M00627,Education,497,1154,6565.17,7576211.89,0.0376,0.054,24.63,2,65.98,1
M00628,Services,1270,2804,633.78,1777114.16,0.3343,0.047,26.51,1,91.62,1
M00629,Healthcare,1918,4184,3896.48,16302888.73,0.1643,0.0228,-35.89,0,42.46,0
M00630,Fashion,906,2366,2098.57,4965223.88,0.0428,0.0571,10.19,1,42.83,0
M00631,Fashion,1305,4917,5298.53,26052869.05,0.2126,0.0031,37.83,1,72.34,1
M00632,Food & Beverage,1222,2270,3323.06,7543356.67,0.0908,0.0162,57.28,0,80.13,1
M00633,Fashion,713,80,2249.46,179956.52,0.0414,0.0074,17.65,4,52.1,0
M00634,Crypto/Trading,1480,3030,3157.58,9567464.41,0.0544,0.0513,-28.97,3,38.53,0
M00635,Services,590,3921,5330.11,20899344.33,0.0266,0.0444,19.28,2,54.16,0
M00636,Crypto/Trading,799,1357,5452.11,7398512.62,0.0434,0.1068,18.87,4,92.15,1
M00637,Services,870,1204,3274.24,3942187.68,0.048,0.052,26.73,3,76.14,1
M00638,Education,256,4446,1950.73,8672955.93,0.0611,0.0775,15.16,3,90.73,1
M00639,Services,1996,1571,5361.79,8423379.28,0.1554,0.0136,51.51,0,76.45,1
M00640,Crypto/Trading,1109,4453,1722.62,7670831.48,0.0942,0.0577,9.75,1,62.43,0
M00641,Services,163,1649,454.82,750005.15,0.1831,0.0215,6.48,4,74.38,1
M00642,Education,1689,1347,6361.14,8568462.29,0.0886,0.0106,-1.56,1,24.62,0
M00643,Education,1468,1546,617.37,954456.92,0.0343,0.0052,7.44,0,15.52,0
M00644,Retail,1006,1693,2635.86,4462516.86,0.1208,0.0264,11.99,0,52.22,0
M00645,Services,1119,1381,948.93,1310477.33,0.0966,0.0194,8.06,2,41.64,0
M00646,Food & Beverage,706,1593,4944.59,7876732.28,0.1557,0.0318,24.57,1,77.24,1
M00647,Gaming,1318,2706,3578.92,9684571.04,0.1364,0.0479,-46.81,0,52.23,0
M00648,Electronics,1253,4390,891.72,3914647.33,0.1139,0.0663,1.6,1,59.11,0
M00649,Education,1102,2386,2144.03,5115664.45,0.1607,0.1022,17.94,2,89.35,1
M00650,Travel,1080,3777,6747.27,25484430.07,0.2127,0.01,12.04,1,57.02,0
M00651,Gaming,1018,2454,1388.01,3406179.68,0.0291,0.0014,-26.85,3,32.43,0
M00652,Healthcare,103,2013,3419.57,6883590.44,0.0344,0.0123,18.26,2,35.99,0
M00653,Services,1783,889,5569.27,4951079.01,0.0467,0.0185,6.24,2,29.09,0
M00654,Crypto/Trading,967,1034,4787.03,4949793.32,0.0545,0.0227,24.11,3,61.93,0
M00655,Electronics,1021,1931,1958.26,3781398.94,0.1351,0.02,19.41,2,63.04,0
M00656,Travel,462,622,2213.2,1376608.36,0.1809,0.0281,13.12,2,86.82,1
M00657,Gaming,1237,3841,1804.22,6930024.85,0.016,0.0394,5.09,1,19.97,0
M00658,Services,921,710,1853.04,1315659.67,0.0862,0.0421,12.15,3,49.81,0
M00659,Retail,227,513,4548.76,2333513.11,0.1119,0.0623,12.2,2,76.66,1
M00660,Healthcare,483,509,76.11,38741.1,0.0994,0.0235,38.19,1,80.49,1
M00661,Electronics,441,2576,1288.69,3319677.23,0.1393,0.0397,79.76,3,100.0,1
M00662,Food & Beverage,350,4505,2151.98,9694652.14,0.1562,0.0645,-21.85,0,76.27,1
M00663,Retail,560,314,1271.63,399292.3,0.0413,0.0776,-61.27,0,47.03,0
M00664,Travel,1645,4047,5565.54,22523756.97,0.0497,0.0524,-8.19,0,29.79,0
M00665,Electronics,1322,2863,1503.76,4305255.79,0.0809,0.0066,-18.53,3,36.66,0
M00666,Retail,1287,2932,1773.44,5199716.7,0.2632,0.0086,26.03,1,71.02,1
M00667,Healthcare,1767,1737,1990.25,3457063.91,0.0448,0.0784,42.3,1,84.77,1
M00668,Food & Beverage,366,2616,47.18,123409.87,0.0442,0.0181,25.39,1,59.06,0
M00669,Retail,32,4764,1529.9,7288431.27,0.1185,0.0395,-2.85,1,52.91,0
M00670,Fashion,1795,1893,3769.04,7134796.75,0.1115,0.0397,23.31,5,70.71,1
M00671,Food & Beverage,531,4683,2243.24,10505107.27,0.0647,0.0032,35.37,1,53.13,0
M00672,Travel,1791,3278,13452.21,44096328.71,0.1078,0.0824,21.64,2,67.38,1
M00673,Healthcare,1870,2837,937.95,2660974.75,0.0167,0.0252,18.79,0,25.8,0
M00674,Services,1133,464,1236.5,573737.29,0.0395,0.0109,2.12,2,25.2,0
M00675,Crypto/Trading,811,3661,2424.95,8877724.8,0.012,0.0087,-25.46,2,24.08,0
M00676,Crypto/Trading,1213,4478,475.99,2131479.9,0.1962,0.069,32.41,3,98.96,1
M00677,Crypto/Trading,1256,761,2919.15,2221472.54,0.0111,0.0439,47.36,3,59.52,0
M00678,Electronics,1939,2061,3846.68,7928014.77,0.1101,0.0068,-29.44,1,30.77,0
M00679,Travel,771,699,2953.97,2064821.93,0.0579,0.0142,24.15,0,32.35,0
M00680,Healthcare,1692,2487,1748.01,4347301.31,0.0427,0.1101,-15.05,2,61.03,0
M00681,Food & Beverage,451,3717,3592.28,13352495.48,0.0872,0.022,16.66,2,50.79,0
M00682,Electronics,1641,1378,2959.21,4077792.44,0.0265,0.0222,-29.99,6,35.62,0
M00683,Travel,778,82,2187.87,179404.94,0.1162,0.0415,24.52,3,73.06,1
M00684,Services,1025,2579,2889.43,7451848.45,0.0047,0.0396,15.69,2,47.63,0
M00685,Fashion,1358,3789,5325.04,20176584.51,0.1622,0.017,25.68,4,74.23,1
M00686,Healthcare,525,4371,1891.94,8269651.08,0.0515,0.0535,21.18,4,81.14,1
M00687,Crypto/Trading,1049,154,2841.93,437657.93,0.1253,0.0177,9.67,1,52.3,0
M00688,Retail,801,3664,1644.87,6026817.65,0.1064,0.0122,24.71,3,61.94,0
M00689,Healthcare,345,4990,4914.86,24525167.62,0.0634,0.0438,-6.14,2,57.14,0
M00690,Education,1792,4937,4096.11,20222486.76,0.0928,0.0027,19.39,3,37.52,0
M00691,Travel,267,2155,7772.26,16749221.42,0.0414,0.0647,-8.82,0,62.88,0
M00692,Gaming,506,3298,6148.38,20277342.84,0.1315,0.0138,20.63,1,54.92,0
M00693,Services,905,842,2917.94,2456908.6,0.1767,0.074,0.22,4,75.49,1
M00694,Fashion,169,3094,418.08,1293535.24,0.0453,0.004,17.22,3,34.96,0
M00695,Services,1508,3001,3333.91,10005049.86,0.0553,0.0271,-2.17,3,27.7,0
M00696,Healthcare,861,140,9673.98,1354356.72,0.196,0.0015,-1.69,1,42.26,0
M00697,Gaming,1697,1657,6494.97,10762171.84,0.1261,0.0327,-0.58,1,35.84,0
M00698,Education,1941,944,4359.77,4115625.8,0.2183,0.0055,-28.28,2,55.0,0
M00699,Food & Beverage,699,664,1393.09,925009.6,0.1614,0.0121,26.64,2,74.04,1
M00700,Retail,1708,2052,5992.48,12296575.38,0.1409,0.0233,6.16,7,66.81,1
M00701,Gaming,389,2781,2613.67,7268611.8,0.0873,0.0165,-27.23,1,38.81,0
M00702,Travel,1578,2088,3547.26,7406684.05,0.0257,0.0064,-8.57,2,11.03,0
M00703,Crypto/Trading,1962,261,367.91,96023.83,0.1387,0.0086,-9.97,3,51.04,0
M00704,Education,966,2688,1911.35,5137710.65,0.0244,0.0413,14.99,4,53.71,0
M00705,Retail,700,822,5183.73,4261029.94,0.02,0.0215,-0.24,2,35.76,0
M00706,Fashion,1460,4184,1555.07,6506417.98,0.0251,0.024,27.68,1,36.35,0
M00707,Crypto/Trading,1646,215,3746.78,805558.77,0.0211,0.035,-24.87,2,17.33,0
M00708,Healthcare,1301,2207,4861.1,10728449.13,0.1082,0.1234,15.84,0,97.23,1
M00709,Gaming,1868,3535,5255.64,18578701.69,0.0907,0.0521,13.86,2,56.32,0
M00710,Retail,1610,2350,1729.19,4063600.15,0.1262,0.0371,-5.51,1,38.88,0
M00711,Electronics,1450,2379,2481.09,5902504.56,0.0184,0.0322,11.37,4,40.72,0
M00712,Food & Beverage,1201,4861,5116.07,24869236.41,0.035,0.0103,4.08,1,15.33,0
M00713,Food & Beverage,1875,3626,2221.04,8053485.7,0.0326,0.017,35.2,2,42.61,0
M00714,Education,1076,296,1270.45,376052.17,0.0424,0.0109,7.12,2,35.07,0
M00715,Fashion,1589,80,10683.19,854654.85,0.237,0.0457,33.44,3,94.05,1
M00716,Education,294,3410,8761.09,29875314.69,0.1083,0.0405,25.85,2,82.19,1
M00717,Electronics,406,1933,1915.06,3701815.95,0.0819,0.0186,-26.14,3,22.75,0
M00718,Travel,21,3947,3491.35,13780363.18,0.188,0.0434,2.91,1,72.08,1
M00719,Fashion,1640,2611,4047.53,10568099.74,0.051,0.0109,25.8,0,42.5,0
M00720,Services,1335,586,4889.31,2865134.83,0.1434,0.034,11.11,1,36.0,0
M00721,Travel,1931,3955,2405.77,9514832.73,0.0208,0.0175,7.05,2,14.16,0
M00722,Fashion,1286,1591,1824.38,2902593.64,0.036,0.1002,8.59,2,53.91,0
M00723,Fashion,508,4737,5833.41,27632848.11,0.0837,0.0148,20.17,1,62.91,0
M00724,Electronics,763,1220,8736.12,10658069.66,0.1942,0.0645,-4.68,0,67.89,1
M00725,Healthcare,44,4429,5447.58,24127344.29,0.1052,0.0267,-2.16,1,50.14,0
M00726,Electronics,736,2874,2165.7,6224228.05,0.0431,0.0352,25.97,1,66.05,1
M00727,Fashion,858,2915,3827.14,11156126.29,0.1021,0.0218,10.21,0,42.73,0
M00728,Retail,99,1256,5062.99,6359116.82,0.0832,0.0134,0.6,3,41.11,0
M00729,Travel,785,156,954.53,148906.38,0.0158,0.0685,5.91,0,48.04,0
M00730,Electronics,614,1049,2910.46,3053069.04,0.2152,0.0226,17.79,0,72.85,1
M00731,Healthcare,1955,2176,7349.71,15992960.82,0.0152,0.0588,4.56,1,23.83,0
M00732,Gaming,979,2614,3069.89,8024702.08,0.1528,0.006,8.99,0,55.27,0
M00733,Education,1635,681,2628.65,1790109.05,0.1734,0.1659,-37.86,2,86.88,1
M00734,Fashion,1031,2492,1452.58,3619817.49,0.1311,0.0577,11.1,2,69.92,1
M00735,Services,427,2697,8075.02,21778318.57,0.1344,0.0164,1.75,0,57.24,0
M00736,Gaming,124,2328,835.34,1944680.37,0.0855,0.0209,28.01,2,69.33,1
M00737,Food & Beverage,626,106,4694.39,497605.42,0.0661,0.0517,3.75,1,33.88,0
M00738,Crypto/Trading,1936,2532,3281.51,8308779.19,0.0771,0.0514,42.07,1,81.3,1
M00739,Healthcare,1229,2962,3389.66,10040161.85,0.0363,0.0277,20.29,3,45.62,0
M00740,Services,835,2793,1438.25,4017031.92,0.013,0.0171,-13.6,1,29.7,0
M00741,Crypto/Trading,1534,2524,3818.98,9639095.16,0.0303,0.0505,-25.86,2,38.75,0
M00742,Healthcare,1659,3330,760.67,2533021.18,0.1504,0.0301,2.93,2,46.21,0
M00743,Retail,1526,1720,4469.72,7687918.86,0.1084,0.0131,5.71,1,17.33,0
M00744,Education,1108,3690,6707.57,24750939.59,0.0387,0.0256,-37.44,0,28.22,0
M00745,Gaming,422,2720,2834.27,7709226.23,0.0946,0.0149,3.7,0,44.8,0
M00746,Travel,1409,3649,5298.84,19335463.43,0.1814,0.0124,-3.23,2,31.28,0
M00747,Healthcare,1453,4610,1479.91,6822390.83,0.0827,0.0201,10.03,5,62.35,0
M00748,Travel,738,1667,4148.21,6915067.86,0.0917,0.021,55.43,3,85.05,1
M00749,Education,1310,3338,3190.46,10649750.77,0.0813,0.0433,-36.75,3,59.95,0
M00750,Fashion,1030,3707,5812.91,21548473.2,0.024,0.015,28.62,0,47.55,0
M00751,Food & Beverage,770,616,4059.79,2500831.13,0.1586,0.033,17.14,2,69.2,1
M00752,Gaming,685,4565,3500.93,15981766.38,0.0547,0.0592,-7.42,3,54.88,0
M00753,Education,1427,504,1173.34,591363.82,0.0523,0.0286,5.6,2,43.36,0
M00754,Education,1902,665,7535.03,5010794.09,0.0585,0.0562,27.84,3,75.71,1
M00755,Retail,466,3109,7066.31,21969149.99,0.095,0.0203,7.78,3,45.16,0
M00756,Crypto/Trading,929,4777,2105.45,10057756.34,0.2448,0.0355,-43.4,3,65.83,1
M00757,Food & Beverage,201,4873,5168.92,25188163.18,0.0762,0.0098,14.11,3,66.91,1
M00758,Gaming,748,4404,4091.61,18019436.31,0.1387,0.0472,23.05,4,75.59,1
M00759,Fashion,1722,740,991.52,733723.1,0.0472,0.0562,-5.33,1,35.5,0
M00760,Fashion,1132,4753,1869.49,8885666.27,0.1135,0.0136,26.59,1,49.93,0
M00761,Electronics,1581,518,735.62,381052.48,0.1355,0.031,28.57,4,77.69,1
M00762,Education,987,4749,586.71,2786277.22,0.0299,0.0512,37.64,2,51.51,0
M00763,Healthcare,1018,1693,3381.29,5724527.95,0.0366,0.0555,30.08,3,76.43,1
M00764,Retail,105,3087,3659.02,11295399.45,0.1287,0.0566,68.63,0,100.0,1
M00765,Food & Beverage,1697,134,2097.33,281042.35,0.1022,0.0186,34.15,3,67.37,1
M00766,Fashion,672,2999,4119.24,12353594.07,0.0451,0.0785,9.25,2,58.2,0
M00767,Gaming,1223,4789,4911.78,23522524.15,0.0927,0.0437,25.03,2,36.83,0
M00768,Electronics,1769,1756,4285.42,7525191.39,0.1979,0.0129,8.29,2,44.37,0
M00769,Gaming,46,3631,2247.1,8159229.15,0.0737,0.0244,-1.21,1,48.57,0
M00770,Retail,1813,2273,3739.11,8499002.95,0.1069,0.0392,-21.02,3,42.4,0
M00771,Healthcare,1402,2314,8041.22,18607372.82,0.0715,0.081,2.02,6,75.75,1
M00772,Electronics,1728,3650,1743.81,6364908.71,0.0858,0.0051,27.39,3,46.79,0
M00773,Electronics,1558,166,3862.04,641098.8,0.1111,0.0158,-15.05,2,31.25,0
M00774,Crypto/Trading,288,4002,700.09,2801765.96,0.171,0.009,15.48,1,74.56,1
M00775,Food & Beverage,226,3473,5034.65,17485354.1,0.1533,0.0417,-3.4,3,60.88,0
M00776,Electronics,876,4527,5191.0,23499675.34,0.0218,0.0761,6.3,2,61.18,0
M00777,Crypto/Trading,882,2430,3801.64,9237984.05,0.0398,0.0533,4.9,2,54.67,0
M00778,Crypto/Trading,1831,156,3499.36,545900.28,0.0625,0.0199,11.19,2,52.97,0
M00779,Retail,1306,3380,7099.96,23997850.48,0.1163,0.0669,63.02,1,100.0,1
M00780,Travel,1914,3025,1533.73,4639547.5,0.0805,0.029,-6.58,0,28.91,0
M00781,Gaming,71,3572,1303.95,4657705.95,0.3088,0.0454,5.55,2,99.87,1
M00782,Healthcare,605,38,3637.92,138240.84,0.0272,0.0412,1.11,1,48.51,0
M00783,Services,1913,2262,3822.22,8645851.66,0.0229,0.0207,-31.03,2,13.43,0
M00784,Gaming,738,468,4593.64,2149823.07,0.0736,0.0332,27.98,1,76.41,1
M00785,Electronics,1375,1968,3625.95,7135863.09,0.1016,0.0287,-14.34,5,47.72,0
M00786,Healthcare,406,965,2675.52,2581876.45,0.0314,0.051,40.8,2,85.14,1
M00787,Fashion,708,4256,2223.92,9465011.63,0.0322,0.0244,-13.12,2,36.42,0
M00788,Travel,1052,1940,2262.75,4389743.96,0.0584,0.0401,16.08,1,44.09,0
M00789,Fashion,186,2997,7643.61,22907892.96,0.2198,0.0588,49.8,1,100.0,1
M00790,Fashion,1645,4208,2378.77,10009847.46,0.2001,0.0052,17.84,2,49.53,0
M00791,Food & Beverage,405,4035,523.64,2112884.68,0.0593,0.0256,-8.24,3,45.85,0
M00792,Gaming,454,258,4034.81,1040981.33,0.2252,0.0113,-15.88,2,47.53,0
M00793,Services,1266,224,7080.59,1586051.55,0.0465,0.0548,-48.44,6,46.34,0
M00794,Retail,1948,2627,261.9,688004.95,0.0724,0.0501,-2.91,1,30.88,0
M00795,Services,85,4360,2389.2,10416911.31,0.2922,0.0082,-29.08,0,65.01,1
M00796,Fashion,274,4947,8110.86,40124445.6,0.0078,0.0189,5.63,6,60.15,0
M00797,Electronics,464,3408,4413.57,15041439.96,0.0894,0.0748,-4.31,0,66.64,1
M00798,Travel,1829,2992,2314.71,6925603.59,0.14,0.0339,8.82,2,48.39,0
M00799,Education,727,4410,2934.83,12942579.53,0.0271,0.0834,-22.46,4,76.68,1
M00800,Services,744,2707,3686.86,9980340.61,0.0276,0.087,-6.85,0,54.17,0
M00801,Fashion,1417,4971,4034.29,20054442.88,0.0225,0.0769,19.32,1,63.79,0
M00802,Travel,1597,4186,5256.07,22001900.14,0.1149,0.0299,13.58,3,37.98,0
M00803,Healthcare,860,1368,2533.28,3465528.71,0.0936,0.0353,-39.68,1,35.03,0
M00804,Gaming,1539,4420,3977.42,17580178.03,0.0365,0.0176,25.55,2,51.94,0
M00805,Crypto/Trading,1400,836,833.91,697146.56,0.0109,0.0339,-20.81,3,35.44,0
M00806,Food & Beverage,153,840,2704.95,2272157.81,0.0207,0.0192,-32.96,5,58.63,0
M00807,Travel,894,212,2275.84,482478.44,0.145,0.0591,-0.27,2,76.19,1
M00808,Electronics,1102,1796,2769.42,4973882.2,0.0168,0.0893,65.73,2,100.0,1
M00809,Electronics,1132,3665,1090.16,3995430.69,0.0954,0.0425,-3.1,2,55.2,0
M00810,Travel,405,4644,1463.08,6794531.61,0.0656,0.0266,7.7,1,37.73,0
M00811,Electronics,1058,270,6449.11,1741259.53,0.2396,0.0786,22.39,2,88.0,1
M00812,Gaming,957,1808,1471.06,2659671.66,0.1546,0.1181,-16.51,4,95.41,1
M00813,Electronics,900,3720,3167.06,11781479.52,0.1368,0.0453,12.91,2,72.11,1
M00814,Services,1502,2483,670.83,1665666.44,0.2853,0.0176,-15.45,0,57.51,0
M00815,Crypto/Trading,1517,1187,1268.71,1505953.24,0.095,0.0181,19.04,0,49.19,0
M00816,Electronics,1598,3913,14021.59,54866470.12,0.0702,0.011,15.13,1,29.4,0
M00817,Crypto/Trading,1184,1116,4664.12,5205155.67,0.044,0.0247,12.89,1,46.12,0
M00818,Fashion,1177,2699,2296.21,6197472.19,0.1495,0.0528,9.37,1,58.11,0
M00819,Retail,578,1867,1391.9,2598679.19,0.0175,0.0022,55.37,5,96.13,1
M00820,Gaming,1072,3924,1480.32,5808783.45,0.2329,0.0176,10.94,1,69.85,1
M00821,Retail,118,524,9269.78,4857364.2,0.1722,0.0692,18.3,1,100.0,1
M00822,Fashion,1726,1641,4992.09,8192019.78,0.1065,0.0806,14.23,2,58.39,0
M00823,Gaming,1075,2492,32.24,80348.37,0.1327,0.0117,-20.03,3,39.47,0
M00824,Travel,1219,2566,2354.38,6041349.63,0.0472,0.0553,-14.22,0,36.33,0
M00825,Travel,944,1407,839.99,1181868.26,0.0697,0.0812,-22.09,3,53.19,0
M00826,Crypto/Trading,407,3014,3692.57,11129402.39,0.2024,0.0267,-14.56,3,78.9,1
M00827,Fashion,1256,3836,3630.68,13927277.04,0.0807,0.024,-7.66,2,35.59,0
M00828,Crypto/Trading,643,737,3607.17,2658486.67,0.1271,0.0162,-0.05,1,30.02,0
M00829,Food & Beverage,1166,3504,3925.53,13755041.51,0.1004,0.0121,-0.34,1,27.26,0
M00830,Electronics,1196,4454,1436.57,6398505.0,0.0565,0.004,19.41,0,24.66,0
M00831,Education,1248,678,2842.98,1927541.87,0.0915,0.0982,38.76,3,100.0,1
M00832,Food & Beverage,742,4028,4019.54,16190697.87,0.1078,0.0279,33.58,2,77.61,1
M00833,Electronics,244,4544,8398.05,38160728.41,0.1228,0.0741,11.96,2,86.35,1
M00834,Gaming,1876,4254,6515.0,27714812.43,0.0831,0.084,-15.77,0,55.15,0
M00835,Crypto/Trading,667,3784,13847.94,52400592.14,0.148,0.0675,31.23,2,100.0,1
M00836,Gaming,760,3009,4233.88,12739754.22,0.0425,0.0087,-8.77,2,42.76,0
M00837,Gaming,597,4657,2244.13,10450918.02,0.1675,0.1304,15.86,3,100.0,1
M00838,Electronics,1042,2124,4861.19,10325162.17,0.1165,0.0834,12.03,1,90.06,1
M00839,Fashion,1107,1275,1392.89,1775933.37,0.071,0.0336,-21.54,1,34.42,0
M00840,Electronics,963,2502,11744.3,29384228.39,0.0268,0.0656,-8.15,1,44.48,0
M00841,Healthcare,501,403,3490.93,1406845.53,0.1209,0.0189,17.83,1,58.49,0
M00842,Travel,922,2627,5917.19,15544466.4,0.1063,0.0585,1.18,2,62.38,0
M00843,Travel,1286,213,3300.96,703103.87,0.0638,0.0395,77.81,3,88.84,1
M00844,Food & Beverage,1263,3827,855.35,3273443.5,0.0858,0.0198,-6.13,0,28.34,0
M00845,Travel,1552,3739,2754.07,10297485.49,0.047,0.0684,-20.2,1,44.27,0
M00846,Electronics,1207,2601,2447.45,6365814.77,0.0625,0.0399,6.82,2,31.26,0
M00847,Services,1686,2585,461.65,1193375.05,0.2626,0.0131,-3.06,2,40.14,0
M00848,Crypto/Trading,1201,2783,478.55,1331812.45,0.0809,0.1001,-37.88,2,59.57,0
M00849,Electronics,179,2818,5800.97,16347147.24,0.061,0.0264,25.89,1,55.72,0
M00850,Electronics,1426,2359,1363.99,3217644.59,0.0205,0.0472,29.78,5,66.88,1
M00851,Education,955,3426,3327.45,11399834.97,0.0845,0.0042,26.34,1,47.81,0
M00852,Crypto/Trading,804,751,2792.11,2096872.91,0.0802,0.0219,13.01,2,58.54,0
M00853,Healthcare,643,2892,2456.54,7104315.45,0.121,0.0186,1.63,5,52.42,0
M00854,Travel,1227,3140,3473.49,10906772.79,0.0792,0.0144,9.32,2,35.91,0
M00855,Crypto/Trading,1550,4800,6524.0,31315183.56,0.062,0.0476,1.94,2,48.43,0
M00856,Travel,38,4197,3255.57,13663635.56,0.1162,0.0239,-10.84,2,37.37,0
M00857,Food & Beverage,1198,2624,5832.81,15305282.34,0.2201,0.0155,43.51,3,100.0,1
M00858,Crypto/Trading,1455,2402,5516.51,13250667.93,0.0148,0.0059,36.62,3,36.16,0
M00859,Travel,348,551,4263.54,2349209.89,0.0419,0.0395,21.51,1,66.96,1
M00860,Healthcare,1681,4336,3740.13,16217186.91,0.0908,0.0019,-5.66,0,24.33,0
M00861,Retail,1529,654,555.72,363439.65,0.04,0.0074,19.62,0,41.9,0
M00862,Gaming,1398,1789,2001.03,3579834.55,0.0468,0.0135,-0.96,3,21.72,0
M00863,Gaming,1866,3824,7616.61,29125929.9,0.0433,0.0281,-1.94,4,31.41,0
M00864,Healthcare,1375,2390,2217.09,5298853.88,0.0352,0.0176,4.6,4,25.05,0
M00865,Education,509,22,3005.84,66128.46,0.1516,0.0285,16.03,2,67.4,1
M00866,Retail,1690,225,2842.96,639665.13,0.0209,0.024,-5.02,3,24.01,0
M00867,Food & Beverage,520,4155,2025.6,8416385.99,0.1081,0.0142,1.52,1,53.33,0
M00868,Healthcare,1360,2641,3334.41,8806183.75,0.0357,0.0654,37.93,1,75.58,1
M00869,Gaming,226,4759,2893.81,13771640.1,0.051,0.0255,-36.85,1,38.32,0
M00870,Gaming,1334,2910,2341.14,6812712.87,0.0615,0.0042,30.43,3,50.55,0
M00871,Gaming,1165,3213,1352.63,4345992.4,0.0423,0.0049,1.71,2,20.34,0
M00872,Fashion,1837,2686,1201.51,3227243.29,0.1038,0.0301,-6.51,1,30.33,0
